Name,VUID
Katch Khunina (Dhar Khunia) ,CP-682465-1
Iron Kodali (400 gm),CP-170431-1
Iron Kodali (800 gm),CP-170431-2
Iron Kodali (1.2 kg),CP-170431-3
Kulhadi/Kuhadi (M) (500 gm),CP-252042-1
Kulhadi/Kuhadi (M) (1 kg),CP-252042-2
Kulhadi/Kuhadi (M) (1.5 kg),CP-252042-3
Spirit Level Bottle (Magnet)  (Size: 12 inch),CP-424096-1
"PVC Level Tube/Pipe (30 meter, 1/4"")",CP-285122-1
PVC Level Tube/Pipe 5/16 (30 meter),CP-215940-1
PVC Level Tube/Pipe 3/8 (30 meter),CP-162540-1
Nylon Line Dori Big Bandal (250 gm),CP-205704-1
Nylon Line Dori Big Bandal (500 gm),CP-205704-2
Nylon Line Dori Big Bandal (1 kg),CP-205704-3
Marble Cutter blade 4'' ,CP-806499-1
Wooden Master  (Size: 12x4 inch),CP-840711-1
Wooden Master  (Size: 12x5 inch),CP-840711-2
Wooden Master  (Size: 18x4 inch),CP-840711-3
Wooden Master  (Size: 18x5 inch),CP-840711-4
Wooden Master  (Size: 24x4 inch),CP-840711-5
Wooden Master  (Size: 24x5 inch),CP-840711-6
Wooden Master  (Size: 9 inch),CP-840711-7
Medi Katar (Garden Cutter)  (Size: 8 inch),CP-950879-1
Medi Katar (Garden Cutter)  (Size: 10 inch),CP-950879-2
MS Hollpass ,CP-116441-1
MS Centring Wire (Binding Wire)  (Size: 16 gauge),CP-526848-1
MS Centring Wire (Binding Wire)  (Size: 18 gauge),CP-526848-2
MS Centring Wire (Binding Wire)  (Size: 20 gauge),CP-526848-3
Parai (Naras) Crowbar (2.5 feet) (Size: 22 mm),CP-703911-1
Parai (Naras) Crowbar (3 feet) (Size: 22 mm),CP-703911-2
Parai (Naras) Crowbar (4 feet) (Size: 22 mm),CP-703911-3
Parai (Naras) Crowbar (5 feet) (Size: 22 mm),CP-703911-4
Parai (Naras) Crowbar (5 feet) (Size: 25 mm),CP-703911-5
Parai (Naras) Crowbar (5 feet) (Size: 32 mm),CP-703911-6
Odambo - Plumb Bobs Small  (Size: 0),CP-089905-1
Odambo - Plumb Bobs Medium  (Size: 0),CP-836913-1
Odambo - Plumb Bobs (Big),CP-446912-1
Odambo - Plumb Dori Cotton ,CP-501941-1
Panjeti (Khodi) ,CP-617162-1
Wooden Handle Gurmala (Heavy Quality) Rajkoti Mala Patra / Plaster Patra  (Size: 3 inch),CP-188955-1
Wooden Handle Gurmala (Heavy Quality) Rajkoti Mala Patra / Plaster Patra  (Size: 4 inch),CP-188955-2
Metal Pavda Square without Handle  (Size: 9x9 inch),CP-917840-1
Metal Pavda Square without Handle  (Size: 8x11 inch),CP-917840-2
Metal Pavda Square without Handle  (Size: 9x12 inch),CP-917840-3
Pick Axe (Trikam) Handle Regular Wood (2.5 feet),CP-406435-1
Pick Axe (Trikam) Handle (Chiku Wood) Premium Quality (2.5 feet),CP-049158-1
Pick Axe (Trikam) Regular No. 10 ,CP-461629-1
Pick Axe (Trikam) (1.6 kg),CP-081154-1
Pick Axe (Trikam) (1.8 kg),CP-081154-2
Pick Axe (Trikam) (2.2 kg),CP-081154-3
Pick Axe (Trikam) (2.5 kg),CP-081154-4
GI Plaster Flicker Machine ,CP-754367-1
PVC Plaster Flicker Machine ,CP-371424-1
PP Rope 4 Balls ,CP-309394-1
"PVC Pipe (Braided/Garden Pipe) (30 meter, 3 kg approx.) (Size: 0.5 inch)",CP-631970-2
"PVC Pipe (Braided/Garden Pipe) (30 meter, 7.5 kg approx.) (Size: 1 inch)",CP-631970-3
PVC Handle Taar/Wire Brush ,CP-334826-1
PVC Bucket (Dol)  (Size: 10 liter),CP-975508-1
PVC Bucket (Dol)  (Size: 15 liter),CP-975508-2
PVC Bucket (Dol)  (Size: 20 liter),CP-975508-3
PVC Bucket (Dol)  (Size: 5 liter),CP-975508-4
PVC Braided Pipe Connector  (Size: 1 inch),CP-547570-1
PVC Braided Pipe Connector  (Size: 0.75 inch),CP-547570-2
PVC Ghamela/Tagara (Virgin/Unbreakable)  (Size: 12),CP-745655-1
PVC Ghamela/Tagara (Virgin/Unbreakable)  (Size: 14),CP-745655-2
PVC Ghamela/Tagara Regular  (Size: 14),CP-509454-1
PVC Ghamela/Tagara Regular  (Size: 16),CP-509454-2
PVC Ghamela/Tagara Regular  (Size: 18),CP-509454-3
PVC Ghamela/Tagara (Virgin/Unbreakable)  (Size: 16),CP-745655-3
PVC Ghamela/Tagara (Virgin/Unbreakable)  (Size: 18),CP-745655-4
PVC Ghamela/Tagara (Virgin/Unbreakable)  (Size: 20),CP-745655-5
PVC Ghamela/Tagara (Virgin/Unbreakable)  (Size: 22),CP-745655-6
PVC Kadhai (Plaster Ghamela/Tagara) ,CP-419742-1
PVC Pick Axe Handle ,CP-719913-1
PVC Spades Handle ,CP-505349-1
PVC Scraper (Khurpi) ,CP-258220-1
Railway Panja (Tar/Hath Panja)  (Size: 18 inch),CP-671906-1
Railway Panja (Tar/Hath Panja)  (Size: 24 inch),CP-671906-2
"Sand Mesh Reti Jali (Gi Wire Netting) (22 guage, 13.50 kg approx) (Box Size: 6 inch) (Size: 3x50 ft)",CP-990411-1
Rubber Fingers ,CP-778725-1
Senting/Claw Hammer Without Handle (KT Brand) (1 inch),CP-482052-1
Senting/Claw Hammer With Handle (0.75 inch),CP-688452-1
Senting/Claw Hammer Without Handle (KT Brand) (0.75 inch),CP-482052-2
Senting/Claw Hammer With Handle (KT Brand) (0.75 inch),CP-339097-1
Shovel / Belcha with Handle (Crown Brand) ,CP-147256-1
Shovel with Handle (Tata Brand) ,CP-525373-1
Shovel Wooden Handle Only ,CP-592998-1
Shovel Full Metal ,CP-603382-1
Spades/Pawda Regular 8 No. without Handle  (Size: 0),CP-522929-2
Spade/Pawda Wooden Handle Regular (2.5 feet),CP-665538-1
Spade/Pawda Wooden Handle (Chiku Wood) (2.5 feet),CP-386048-1
Spades/Pawda Regular (Tata Brand) Without Handle (1 kg),CP-222442-1
Super Sponge (Duster) (Imported - High Quality) ,CP-199563-1
Super Sponge (Duster) (Running Quality) ,CP-775664-1
Steel Measuring Tape (15 meter),CP-108499-1
Steel Tap Measuring Tape 30 Mtr (30 meter),CP-313311-1
Steel Tap Measuring Tape 50 Mtr (50 meter),CP-959401-1
Kundan Tailor Square Khuniya  (Size: 12*24),CP-901431-1
Flat Takna (Chisel)  (Size: 8 inch),CP-598161-1
Flat Takna (Chisel)  (Size: 10 inch),CP-598161-2
Flat Takna (Chisel)  (Size: 12 inch),CP-598161-3
Tancha Kulhadi with Handle ,CP-957234-1
Fiber Measuring Tape (15 meter),CP-467231-1
Fabric Measuring Tape 30M (30 meter),CP-313584-1
Steel Tap Measuring Tape 3 Mtr (3 meter),CP-599300-1
Steel Tap Measuring Tape 5 Mtr (5 meter),CP-540283-1
GI Ghamela/Tagari (Plaster Tagari/Bodiya) ,CP-661357-1
Tata Wiron Chain Knotted Frame Fencing Jali  (Size: 3 ft),CP-022754-1
Tata Wiron Chain Knotted Frame Fencing Jali  (Size: 4 ft),CP-022754-2
Tata Wiron Chain Knotted Frame Fencing Jali  (Size: 5 ft),CP-022754-3
Tata Wiron Chain Knotted Frame Fencing Jali  (Size: 6 ft),CP-022754-4
Blue GI Wire Tata TW02  (Size: 18 gauge),CP-260808-1
Blue GI Wire Tata Ayush  (Size: 16 gauge),CP-952653-1
Blue GI Wire Tata Ayush  (Size: 12 gauge),CP-952653-2
Blue GI Wire Tata Ayush  (Size: 14 gauge),CP-952653-3
Blue GI Wire Tata Ayush  (Size: 10 gauge),CP-952653-4
Blue GI Wire Tata Ayush  (Size: 8 gauge),CP-952653-5
Trishul Pana (Wood Drill/Hole Making)  (Size: 12 inch),CP-619855-1
Trishul Pana (Wood Drill/Hole Making)  (Size: 16 inch),CP-619855-2
Trishul Pana (Wood Drill/Hole Making)  (Size: 18 inch),CP-619855-3
Trishul Pana (Wood Drill/Hole Making)  (Size: 20 inch),CP-619855-4
Trishul Pana (Wood Drill/Hole Making)  (Size: 25 inch),CP-619855-5
Trishul Pana (Wood Drill/Hole Making)  (Size: 32 inch),CP-619855-6
Metal U Pin (Heavy GI Wire)  (Size: 2 inch),CP-031478-1
Metal U Pin (Heavy GI Wire)  (Size: 6 inch),CP-031478-2
Hammer / Hathodi Was Bamboo Handle  (Size: 15 inch),CP-717092-1
Hammer / Hathodi Was Bamboo Handle  (Size: 30 inch),CP-717092-2
"Hammer without Handle (1.5 no, 0.650 kg)",CP-108964-1
"Hammer without Handle (10 no, 4.500 kg)",CP-108964-2
"Hammer without Handle (12 no, 5.500 kg)",CP-108964-3
"Hammer without Handle (14 no, 7.700 kg)",CP-108964-4
"Hammer without Handle (2 no, 0.850 kg)",CP-108964-5
"Hammer without Handle (2.5 no, 1.150 kg)",CP-108964-6
"Hammer without Handle (3 no, 1.350 kg)",CP-108964-7
"Hammer without Handle (4 no, 1.800 kg)",CP-108964-8
"Hammer without Handle (6 no, 2.700 kg)",CP-108964-9
"Hammer without Handle (8 no, 3.750 kg)",CP-108964-10
Welding Rod 12 boxes (TATA)  (Size: 2.9),CP-051087-1
Welding Rod 12 boxes (TATA)  (Size: 3.15),CP-051087-2
"MS Wire Nails (10 gauge, 50 kg, 2 inch)",CP-731480-1
"MS Wire Nails (10 gauge, 50 kg, 2.5 inch)",CP-731480-2
"MS Wire Nails (10 gauge, 50 kg, 3 inch)",CP-731480-3
"MS Wire Nails (8 gauge, 50 kg, 4 inch)",CP-731480-4
"MS Wire Nails For Ply Making (14 gauge, 50 kg, 1.5 inch)",CP-494003-1
"MS Wire Nails For Ply Making (14 gauge, 2.5 kg, 1.5 inch)",CP-494003-2
Wooden Handle Taar/Wire Brush ,CP-439184-1
Wood and Ply Cutting Blade  (Size: 14 inch),CP-961106-2
Wood and Ply Cutting Blade  (Size: 4 inch),CP-961106-3
Wood and Ply Cutting Blade  (Size: 5 inch),CP-961106-4
Patti - Aluminium Rectangular Pipe (6 Feet) (Size: 2 x 1 x 6 inch),CP-944837-1
Patti - Aluminium Rectangular Pipe (12 feet) (Size: 3 x 3 x 1.5 inch),CP-944837-2
Metal/Steel Cutting Blade (Tata)  (Size: 4 inch),CP-896822-1
Metal/Steel Cutting Blade (Tata)  (Size: 14 inch),CP-896822-2
Junglee Chavi / Hardwood Brown Simul Wood (Dhoka) (4 - 6 feet) (Size: 4 x 3 inch),CP-492388-1
Gi Wire 20 Gauge  (Size: 20 gauge),CP-944971-2
Thermocol Sheet (Size: 19 x 39 inch) (50 sheets) (Size: 20 mm),CP-250722-2
Thermocol Sheet (Size: 19 x 39 inch) (100 sheets) (Size: 10 mm),CP-250722-3
Fosroc Cebex 100 (5 kg),CP-207187-1
Fosroc Reebol Emulsion Xtra (20 Ltr),CP-927837-1
Thermocol Sheet (Size: 19 x 39 inch) (125 sheets) (Size: 8 mm),CP-250722-4
Thermocol Sheet (Size: 19 x 39 inch) (66 sheets) (Size: 15 mm),CP-250722-5
Thermocol Sheet (Size: 19 x 39 inch) (28 sheets) (Size: 35 mm),CP-250722-6
Thermocol Sheet (Size: 19 x 39 inch) (25 sheets) (Size: 40 mm),CP-250722-7
Thermocol Sheet (Size: 19 x 39 inch) (20 sheets) (Size: 50 mm),CP-250722-8
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (3 meter) (Size: 1/2 inch (21.34 mm)),CP-871781-1
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (3 meter) (Size: 3/4 inch (26.67 mm)),CP-871781-2
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (3 meter) (Size: 1 inch (25 mm)),CP-871781-3
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (3 meter) (Size: 1-1/4 inch (42.16 mm)),CP-871781-4
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (3 meter) (Size: 1-1/2 inch (48.26 mm)),CP-871781-5
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (3 meter) (Size: 2 inch (60.32 mm)),CP-871781-6
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (3 meter) (Size: 2-1/2 inch (73.02 mm)),CP-871781-7
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (3 meter) (Size: 3 inch (88.9 mm)),CP-871781-8
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (3 meter) (Size: 4 inch (114.3 mm)),CP-871781-9
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (3 meter) (Size: 6 inch (168.28 mm)),CP-871781-10
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (3 meter) (Size: 8 inch (219.08 mm)),CP-871781-11
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (6 meter) (Size: 1/2 inch (21.34 mm)),CP-871781-12
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (6 meter) (Size: 3/4 inch (26.67 mm)),CP-871781-13
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (6 meter) (Size: 1 inch (33.4 mm)),CP-871781-14
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (6 meter) (Size: 1-1/4 inch (42.16 mm)),CP-871781-15
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (6 meter) (Size: 1-1/2 inch (48.26 mm)),CP-871781-16
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (6 meter) (Size: 2 inch (60.32 mm)),CP-871781-17
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (6 meter) (Size: 2-1/2 inch (73.02 mm)),CP-871781-18
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (6 meter) (Size: 3 inch (88.9 mm)),CP-871781-19
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (6 meter) (Size: 4 inch (114.3 mm)),CP-871781-20
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (6 meter) (Size: 6 inch (168.28 mm)),CP-871781-21
Finolex UPVC ASTM Plumbing Pipe Schedule 40 (6 meter) (Size: 8 inch (219.08 mm)),CP-871781-22
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (3 meter) (Size: 1/2 inch (21.34 mm)),CP-814249-1
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (3 meter) (Size: 3/4 inch (26.67 mm)),CP-814249-2
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (3 meter) (Size: 1 inch (33.4 mm)),CP-814249-3
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (3 meter) (Size: 1-1/4 inch (42.16 mm)),CP-814249-4
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (3 meter) (Size: 1-1/2 inch (48.26 mm)),CP-814249-5
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (3 meter) (Size: 2 inch (60.32 mm)),CP-814249-6
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (3 meter) (Size: 2-1/2 inch (73.02 mm)),CP-814249-7
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (3 meter) (Size: 3 inch (88.9 mm)),CP-814249-8
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (3 meter) (Size: 4 inch (114.3 mm)),CP-814249-9
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (3 meter) (Size: 6 inch (168.28 mm)),CP-814249-10
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (3 meter) (Size: 8 inch (219.08 mm)),CP-814249-11
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (6 meter) (Size: 1/2 inch (21.34 mm)),CP-814249-12
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (6 meter) (Size: 3/4 inch (26.67 mm)),CP-814249-13
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (6 meter) (Size: 1 inch (33.4 mm)),CP-814249-14
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (6 meter) (Size: 1-1/4 inch (42.16 mm)),CP-814249-15
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (6 meter) (Size: 1-1/2 inch (48.26 mm)),CP-814249-16
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (6 meter) (Size: 2 inch (60.32 mm)),CP-814249-17
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (6 meter) (Size: 2-1/2 inch (73.02 mm)),CP-814249-18
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (6 meter) (Size: 3 inch (88.9 mm)),CP-814249-19
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (6 meter) (Size: 4 inch (114.3 mm)),CP-814249-20
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (6 meter) (Size: 6 inch (168.28 mm)),CP-814249-21
Finolex UPVC ASTM Plumbing Pipe Schedule 80 (6 meter) (Size: 8 inch (219.08 mm)),CP-814249-22
Finolex UPVC ASTM Coupler Schedule 80  (Size: 1/2 inch (21.34 mm)),CP-639850-1
Finolex UPVC ASTM Coupler Schedule 80  (Size: 3/4 inch (26.67 mm)),CP-639850-2
Finolex UPVC ASTM Coupler Schedule 80  (Size: 1 inch (25 mm)),CP-639850-3
Finolex UPVC ASTM Coupler Schedule 80  (Size: 1-1/4 inch (42.16 mm)),CP-639850-4
Finolex UPVC ASTM Coupler Schedule 80  (Size: 1-1/2 inch (48.26 mm)),CP-639850-5
Finolex UPVC ASTM Coupler Schedule 80  (Size: 2 inch (60.32 mm)),CP-639850-6
Finolex UPVC ASTM Coupler Schedule 80  (Size: 2-1/2 inch (73.02 mm)),CP-639850-7
Finolex UPVC ASTM Coupler Schedule 80  (Size: 3 inch (88.90 mm)),CP-639850-8
Finolex UPVC ASTM Coupler Schedule 80  (Size: 4 inch (114.30 mm)),CP-639850-9
Finolex UPVC ASTM Coupler Schedule 80  (Size: 6 inch (168.28 mm)),CP-639850-10
Finolex UPVC ASTM Coupler Schedule 80  (Size: 8 inch (219.08 mm)),CP-639850-11
Finolex UPVC ASTM Elbow 90° Schedule 80  (Size: 15 mm (½ inch)),CP-774448-1
Finolex UPVC ASTM Elbow 90° Schedule 80  (Size: 3/4 inch (26.67 mm)),CP-774448-2
Finolex UPVC ASTM Elbow 90° Schedule 80  (Size: 1 inch (25 mm)),CP-774448-3
Finolex UPVC ASTM Elbow 90° Schedule 80  (Size: 1-1/4 inch (42.16 mm)),CP-774448-4
Finolex UPVC ASTM Elbow 90° Schedule 80  (Size: 1-1/2 inch (48.26 mm)),CP-774448-5
Finolex UPVC ASTM Elbow 90° Schedule 80  (Size: 2 inch (60.32 mm)),CP-774448-6
Finolex UPVC ASTM Elbow 90° Schedule 80  (Size: 2-1/2 inch (73.02 mm)),CP-774448-7
Finolex UPVC ASTM Elbow 90° Schedule 80  (Size: 3 inch (88.90 mm)),CP-774448-8
Finolex UPVC ASTM Elbow 90° Schedule 80  (Size: 4 inch (114.30 mm)),CP-774448-9
Finolex UPVC ASTM Elbow 90° Schedule 80  (Size: 6 inch (168.28 mm)),CP-774448-10
Finolex UPVC ASTM Elbow 90° Schedule 80  (Size: 8 inch (219.08 mm)),CP-774448-11
Finolex UPVC ASTM Threaded Elbow 90° Schedule 80  (Size: 1/2 inch (21.34 mm)),CP-767085-1
Finolex UPVC ASTM Threaded Elbow 90° Schedule 80  (Size: 3/4 inch (26.67 mm)),CP-767085-2
Finolex UPVC ASTM Threaded Elbow 90° Schedule 80  (Size: 1 inch (33.40 mm)),CP-767085-3
Finolex UPVC ASTM Threaded Elbow 90° Schedule 80  (Size: 1-1/4 inch (42.16 mm)),CP-767085-4
Finolex UPVC ASTM Threaded Elbow 90° Schedule 80  (Size: 1-1/2 inch (48.26 mm)),CP-767085-5
Finolex UPVC ASTM Threaded Elbow 90° Schedule 80  (Size: 2 inch (60.32 mm)),CP-767085-6
Finolex UPVC ASTM Elbow 45° Schedule 80  (Size: 1/2 inch (21.34 mm)),CP-837681-1
Finolex UPVC ASTM Elbow 45° Schedule 80  (Size: 3/4 inch (26.67 mm)),CP-837681-2
Finolex UPVC ASTM Elbow 45° Schedule 80  (Size: 1 inch (33.40 mm)),CP-837681-3
Finolex UPVC ASTM Elbow 45° Schedule 80  (Size: 1-1/4 inch (42.16 mm)),CP-837681-4
Finolex UPVC ASTM Elbow 45° Schedule 80  (Size: 1-1/2 inch (48.26 mm)),CP-837681-5
Finolex UPVC ASTM Elbow 45° Schedule 80  (Size: 2 inch (60.32 mm)),CP-837681-6
Finolex UPVC ASTM Elbow 45° Schedule 80  (Size: 2-1/2 inch (73.02 mm)),CP-837681-7
Finolex UPVC ASTM Elbow 45° Schedule 80  (Size: 3 inch (88.90 mm)),CP-837681-8
Finolex UPVC ASTM Elbow 45° Schedule 80  (Size: 4 inch (114.30 mm)),CP-837681-9
Finolex UPVC ASTM Elbow 45° Schedule 80  (Size: 6 inch (168.28 mm)),CP-837681-10
Finolex UPVC ASTM Elbow 45° Schedule 80  (Size: 8 inch (219.08 mm)),CP-837681-11
Finolex UPVC ASTM Tee Schedule 80  (Size: 1/2 inch (21.34 mm)),CP-898024-1
Finolex UPVC ASTM Tee Schedule 80  (Size: 3/4 inch (26.67 mm)),CP-898024-2
Finolex UPVC ASTM Tee Schedule 80  (Size: 1 inch (25 mm)),CP-898024-3
Finolex UPVC ASTM Tee Schedule 80  (Size: 1-1/4 inch (42.16 mm)),CP-898024-4
Finolex UPVC ASTM Tee Schedule 80  (Size: 1-1/2 inch (48.26 mm)),CP-898024-5
Finolex UPVC ASTM Tee Schedule 80  (Size: 2 inch (60.32 mm)),CP-898024-6
Finolex UPVC ASTM Tee Schedule 80  (Size: 2-1/2 inch (73.02 mm)),CP-898024-7
Finolex UPVC ASTM Tee Schedule 80  (Size: 3 inch (88.90 mm)),CP-898024-8
Finolex UPVC ASTM Tee Schedule 80  (Size: 4 inch (114.30 mm)),CP-898024-9
Finolex UPVC ASTM Tee Schedule 80  (Size: 6 inch (168.28 mm)),CP-898024-10
Finolex UPVC ASTM Tee Schedule 80  (Size: 8 inch (219.08 mm)),CP-898024-11
Finolex UPVC ASTM Threaded Tee Schedule 80  (Size: 1/2 inch (21.34 mm)),CP-180249-1
Finolex UPVC ASTM Threaded Tee Schedule 80  (Size: 3/4 inch (26.67 mm)),CP-180249-2
Finolex UPVC ASTM Threaded Tee Schedule 80  (Size: 1 inch (33.40 mm)),CP-180249-3
Finolex UPVC ASTM Threaded Tee Schedule 80  (Size: 1-1/4 inch (42.16 mm)),CP-180249-4
Finolex UPVC ASTM Threaded Tee Schedule 80  (Size: 1-1/2 inch (48.26 mm)),CP-180249-5
Finolex UPVC ASTM Threaded Tee Schedule 80  (Size: 2 inch (60.32 mm)),CP-180249-6
Finolex UPVC ASTM Cross Tee Schedule 80  (Size: 1/2 inch (21.34 mm)),CP-931904-1
Finolex UPVC ASTM Cross Tee Schedule 80  (Size: 3/4 inch (26.67 mm)),CP-931904-2
Finolex UPVC ASTM Cross Tee Schedule 80  (Size: 1 inch (33.40 mm)),CP-931904-3
Finolex UPVC ASTM End Cap Schedule 80  (Size: 15 mm (½ inch)),CP-856547-1
Finolex UPVC ASTM End Cap Schedule 80  (Size: 3/4 inch (26.67 mm)),CP-856547-2
Finolex UPVC ASTM End Cap Schedule 80  (Size: 1 inch (33.40 mm)),CP-856547-3
Finolex UPVC ASTM End Cap Schedule 80  (Size: 1-1/4 inch (42.16 mm)),CP-856547-4
Finolex UPVC ASTM End Cap Schedule 80  (Size: 1-1/2 inch (48.26 mm)),CP-856547-5
Finolex UPVC ASTM End Cap Schedule 80  (Size: 2 inch (60.32 mm)),CP-856547-6
Finolex UPVC ASTM End Cap Schedule 80  (Size: 2-1/2 inch (73.02 mm)),CP-856547-7
Finolex UPVC ASTM End Cap Schedule 80  (Size: 3 inch (88.90 mm)),CP-856547-8
Finolex UPVC ASTM End Cap Schedule 80  (Size: 4 inch (114.30 mm)),CP-856547-9
Finolex UPVC ASTM End Cap Schedule 80  (Size: 6 inch (168.28 mm)),CP-856547-10
Finolex UPVC ASTM End Cap Schedule 80  (Size: 8 inch (219.08 mm)),CP-856547-11
Finolex UPVC ASTM Male Threaded Adapter (M.T.A.) Schedule 80  (Size: 1/2 inch (21.34 mm)),CP-370941-1
Finolex UPVC ASTM Male Threaded Adapter (M.T.A.) Schedule 80  (Size: 3/4 inch (26.67 mm)),CP-370941-2
Finolex UPVC ASTM Male Threaded Adapter (M.T.A.) Schedule 80  (Size: 1 inch (33.40 mm)),CP-370941-3
Finolex UPVC ASTM Male Threaded Adapter (M.T.A.) Schedule 80  (Size: 1-1/4 inch (42.16 mm)),CP-370941-4
Finolex UPVC ASTM Male Threaded Adapter (M.T.A.) Schedule 80  (Size: 1-1/2 inch (48.26 mm)),CP-370941-5
Finolex UPVC ASTM Male Threaded Adapter (M.T.A.) Schedule 80  (Size: 2 inch (60.32 mm)),CP-370941-6
Finolex UPVC ASTM Male Threaded Adapter (M.T.A.) Schedule 80  (Size: 2-1/2 inch (73.02 mm)),CP-370941-7
Finolex UPVC ASTM Male Threaded Adapter (M.T.A.) Schedule 80  (Size: 3 inch (88.90 mm)),CP-370941-8
Finolex UPVC ASTM Male Threaded Adapter (M.T.A.) Schedule 80  (Size: 4 inch (114.30 mm)),CP-370941-9
Finolex UPVC ASTM Female Threaded Adapter (F.T.A.) Schedule 80  (Size: 15 mm (½ inch)),CP-038141-1
Finolex UPVC ASTM Female Threaded Adapter (F.T.A.) Schedule 80  (Size: 3/4 inch (26.67 mm)),CP-038141-2
Finolex UPVC ASTM Female Threaded Adapter (F.T.A.) Schedule 80  (Size: 1 inch (33.40 mm)),CP-038141-3
Finolex UPVC ASTM Female Threaded Adapter (F.T.A.) Schedule 80  (Size: 1-1/4 inch (42.16 mm)),CP-038141-4
Finolex UPVC ASTM Female Threaded Adapter (F.T.A.) Schedule 80  (Size: 1-1/2 inch (48.26 mm)),CP-038141-5
Finolex UPVC ASTM Female Threaded Adapter (F.T.A.) Schedule 80  (Size: 2 inch (60.32 mm)),CP-038141-6
Finolex UPVC ASTM Female Threaded Adapter (F.T.A.) Schedule 80  (Size: 2-1/2 inch (73.02 mm)),CP-038141-7
Finolex UPVC ASTM Female Threaded Adapter (F.T.A.) Schedule 80  (Size: 3 inch (88.90 mm)),CP-038141-8
Finolex UPVC ASTM Female Threaded Adapter (F.T.A.) Schedule 80  (Size: 4 inch (114.30 mm)),CP-038141-9
Finolex UPVC ASTM Tank Nipple Schedule 80  (Size: 1/2 inch (21.34 mm)),CP-717908-1
Finolex UPVC ASTM Tank Nipple Schedule 80  (Size: 3/4 inch (26.67 mm)),CP-717908-2
Finolex UPVC ASTM Tank Nipple Schedule 80  (Size: 1 inch (25 mm)),CP-717908-3
Finolex UPVC ASTM Tank Nipple Schedule 80  (Size: 1-1/4 inch (42.16 mm)),CP-717908-4
Finolex UPVC ASTM Tank Nipple Schedule 80  (Size: 1-1/2 inch (48.26 mm)),CP-717908-5
